"SPU_hit","SPU_common_name","GO","SPU_description","GID"
"SPU_003690","Sp-Zfp106L","GO:0003723","zinc finger protein 106-like, Znf106-like, Sh3bp3-like, Sp-Zfp106L_2","HER_18942.t1"
"SPU_003848","Sp-Z298","GO:0005634","zinc finger protein 298","HER_33552.t1"
"SPU_005035","Sp-Z339",NA,"zinc finger protein 339","HER_26013.t1"
"SPU_005035","Sp-Z339",NA,"zinc finger protein 339","HER_33434.t1"
"SPU_005035","Sp-Z339",NA,"zinc finger protein 339","HER_37151.t1"
"SPU_005755","Sp-Znfx1-18","GO:0004386","zinc finger, NFX1-type containing 1-18","HER_44436.t1"
"SPU_006305","Sp-Zfyve26","GO:0000281","zinc finger, FYVE domain containing 26","HER_17515.t1"
"SPU_006468","Sp-Znfx1_7","GO:0004386","zinc finger, NFX1-type containing 1-7","HER_44684.t1"
"SPU_006468","Sp-Znfx1_7","GO:0004386","zinc finger, NFX1-type containing 1-7","HER_44685.t1"
"SPU_006626","Sp-Zfyve19","GO:0005813","zinc finger, FYVE domain containing 19","HER_18797.t1"
"SPU_006626","Sp-Zfyve19","GO:0005813","zinc finger, FYVE domain containing 19","HER_18797.t2"
"SPU_006871","Sp-Z45","GO:0005694","zinc finger protein 45, Ikaros family-like","HER_10976.t1"
"SPU_006871","Sp-Z45","GO:0005694","zinc finger protein 45, Ikaros family-like","HER_10988.t1"
"SPU_007011","Sp-Z346",NA,"zinc finger protein 346","HER_1176.t1"
"SPU_007011","Sp-Z346",NA,"zinc finger protein 346","HER_12139.t1"
"SPU_007011","Sp-Z346",NA,"zinc finger protein 346","HER_12234.t1"
"SPU_007011","Sp-Z346",NA,"zinc finger protein 346","HER_13147.t1"
"SPU_007011","Sp-Z346",NA,"zinc finger protein 346","HER_13233.t1"
"SPU_007011","Sp-Z346",NA,"zinc finger protein 346","HER_14166.t1"
"SPU_007011","Sp-Z346",NA,"zinc finger protein 346","HER_14279.t1"
"SPU_007011","Sp-Z346",NA,"zinc finger protein 346","HER_14393.t1"
"SPU_007011","Sp-Z346",NA,"zinc finger protein 346","HER_15358.t1"
"SPU_007011","Sp-Z346",NA,"zinc finger protein 346","HER_17440.t1"
"SPU_007011","Sp-Z346",NA,"zinc finger protein 346","HER_23673.t1"
"SPU_007011","Sp-Z346",NA,"zinc finger protein 346","HER_26750.t1"
"SPU_007011","Sp-Z346",NA,"zinc finger protein 346","HER_26751.t1"
"SPU_007011","Sp-Z346",NA,"zinc finger protein 346","HER_2709.t1"
"SPU_007011","Sp-Z346",NA,"zinc finger protein 346","HER_31144.t1"
"SPU_007011","Sp-Z346",NA,"zinc finger protein 346","HER_3376.t1"
"SPU_007011","Sp-Z346",NA,"zinc finger protein 346","HER_3428.t1"
"SPU_007011","Sp-Z346","GO:0005634","zinc finger protein 346","HER_40815.t1"
"SPU_007011","Sp-Z346",NA,"zinc finger protein 346","HER_40831.t1"
"SPU_007011","Sp-Z346",NA,"zinc finger protein 346","HER_40855.t1"
"SPU_007011","Sp-Z346",NA,"zinc finger protein 346","HER_41701.t1"
"SPU_007011","Sp-Z346",NA,"zinc finger protein 346","HER_44673.t1"
"SPU_007011","Sp-Z346",NA,"zinc finger protein 346","HER_47507.t1"
"SPU_007011","Sp-Z346",NA,"zinc finger protein 346","HER_48587.t1"
"SPU_007169","Sp-Z219",NA,"zinc finger protein 219","HER_19376.t1"
"SPU_007169","Sp-Z219",NA,"zinc finger protein 219","HER_22376.t1"
"SPU_007169","Sp-Z219",NA,"zinc finger protein 219","HER_26941.t1"
"SPU_007169","Sp-Z219",NA,"zinc finger protein 219","HER_26945.t1"
"SPU_007169","Sp-Z219",NA,"zinc finger protein 219","HER_26947.t1"
"SPU_007169","Sp-Z219",NA,"zinc finger protein 219","HER_26948.t1"
"SPU_007169","Sp-Z219",NA,"zinc finger protein 219","HER_26949.t1"
"SPU_007169","Sp-Z219",NA,"zinc finger protein 219","HER_26960.t1"
"SPU_007169","Sp-Z219",NA,"zinc finger protein 219","HER_26963.t1"
"SPU_007169","Sp-Z219",NA,"zinc finger protein 219","HER_26964.t1"
"SPU_007169","Sp-Z219",NA,"zinc finger protein 219","HER_27576.t1"
"SPU_007169","Sp-Z219",NA,"zinc finger protein 219","HER_27578.t1"
"SPU_007169","Sp-Z219",NA,"zinc finger protein 219","HER_27588.t1"
"SPU_007169","Sp-Z219",NA,"zinc finger protein 219","HER_27589.t1"
"SPU_007360","Sp-Z129","GO:0005694","zinc finger protein 129","HER_41453.t1"
"SPU_007360","Sp-Z129","GO:0005694","zinc finger protein 129","HER_41453.t2"
"SPU_007360","Sp-Z129",NA,"zinc finger protein 129","HER_41456.t1"
"SPU_007360","Sp-Z129","GO:0005694","zinc finger protein 129","HER_41457.t1"
"SPU_007957","Sp-Z370","GO:0005694","zinc finger protein 370","HER_41241.t1"
"SPU_008377","Sp-Z105","GO:0004190","zinc finger protein 105","HER_10060.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_10574.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_12155.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_12156.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_12549.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_12550.t1"
"SPU_008377","Sp-Z105","GO:0004190","zinc finger protein 105","HER_12867.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_12868.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_12871.t1"
"SPU_008377","Sp-Z105","GO:0004190","zinc finger protein 105","HER_12872.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_13041.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_13485.t1"
"SPU_008377","Sp-Z105","GO:0016788","zinc finger protein 105","HER_13490.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_13492.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_13626.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_13628.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_13662.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_13664.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_1371.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_14013.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_14048.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_14212.t1"
"SPU_008377","Sp-Z105","GO:0004190","zinc finger protein 105","HER_14213.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_15182.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_15322.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_1568.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_1570.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_16976.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_17492.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_17493.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_18009.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_18194.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_18298.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_1830.t1"
"SPU_008377","Sp-Z105","GO:0004190","zinc finger protein 105","HER_18550.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_18551.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_18593.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_19074.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_19469.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_19581.t2"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_19582.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_19845.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_19887.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_19984.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_20648.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_20884.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_21567.t1"
"SPU_008377","Sp-Z105","GO:0003677","zinc finger protein 105","HER_21651.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_21809.t1"
"SPU_008377","Sp-Z105","GO:0004190","zinc finger protein 105","HER_21810.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_22275.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_22640.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_23244.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_24358.t1"
"SPU_008377","Sp-Z105","GO:0004190","zinc finger protein 105","HER_24359.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_24726.t1"
"SPU_008377","Sp-Z105","GO:0004190","zinc finger protein 105","HER_24727.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_25010.t1"
"SPU_008377","Sp-Z105","GO:0004190","zinc finger protein 105","HER_25011.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_25232.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_25329.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_25501.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_25505.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_25650.t1"
"SPU_008377","Sp-Z105","GO:0004190","zinc finger protein 105","HER_25651.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_26086.t1"
"SPU_008377","Sp-Z105","GO:0004190","zinc finger protein 105","HER_26190.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_26191.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_2645.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_2704.t1"
"SPU_008377","Sp-Z105","GO:0004190","zinc finger protein 105","HER_27150.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_27151.t1"
"SPU_008377","Sp-Z105","GO:0004190","zinc finger protein 105","HER_27323.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_27324.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_27506.t1"
"SPU_008377","Sp-Z105","GO:0004190","zinc finger protein 105","HER_27507.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_27516.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_27731.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_27732.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_2838.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_29106.t1"
"SPU_008377","Sp-Z105","GO:0016788","zinc finger protein 105","HER_29107.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_29246.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_30398.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_30399.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_31153.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_31352.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_31452.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_31453.t1"
"SPU_008377","Sp-Z105","GO:0004190","zinc finger protein 105","HER_31656.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_31657.t1"
"SPU_008377","Sp-Z105","GO:0016788","zinc finger protein 105","HER_31658.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_31659.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_31668.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_31760.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_32584.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_32585.t1"
"SPU_008377","Sp-Z105","GO:0003677","zinc finger protein 105","HER_32620.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_32835.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_32839.t1"
"SPU_008377","Sp-Z105","GO:0016788","zinc finger protein 105","HER_32998.t1"
"SPU_008377","Sp-Z105","GO:0016788","zinc finger protein 105","HER_33810.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_34181.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_34300.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_34624.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_35339.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_35341.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_36737.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_36788.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_37583.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_37698.t1"
"SPU_008377","Sp-Z105","GO:0016788","zinc finger protein 105","HER_37853.t1"
"SPU_008377","Sp-Z105","GO:0004190","zinc finger protein 105","HER_39113.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_39563.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_39642.t1"
"SPU_008377","Sp-Z105","GO:0004190","zinc finger protein 105","HER_39643.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_39763.t1"
"SPU_008377","Sp-Z105","GO:0004190","zinc finger protein 105","HER_39764.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_40112.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_40236.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_40956.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_41090.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_41091.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_41250.t1"
"SPU_008377","Sp-Z105","GO:0004190","zinc finger protein 105","HER_41251.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_41375.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_41500.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_41533.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_41669.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_42050.t1"
"SPU_008377","Sp-Z105","GO:0016788","zinc finger protein 105","HER_42440.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_43279.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_43289.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_43588.t1"
"SPU_008377","Sp-Z105","GO:0004190","zinc finger protein 105","HER_43593.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_43594.t1"
"SPU_008377","Sp-Z105","GO:0016788","zinc finger protein 105","HER_43795.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_439.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_43937.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_44048.t1"
"SPU_008377","Sp-Z105","GO:0004190","zinc finger protein 105","HER_44097.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_44289.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_44342.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_44343.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_44573.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_44574.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_46362.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_46700.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_47437.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_48073.t2"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_48356.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_49045.t1"
"SPU_008377","Sp-Z105","GO:0004190","zinc finger protein 105","HER_49153.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_49154.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_49498.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_49613.t1"
"SPU_008377","Sp-Z105","GO:0004190","zinc finger protein 105","HER_49741.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_49742.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_49765.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_49831.t1"
"SPU_008377","Sp-Z105","GO:0004190","zinc finger protein 105","HER_49832.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_49880.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_5096.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_5145.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_6412.t1"
"SPU_008377","Sp-Z105","GO:0016788","zinc finger protein 105","HER_6414.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_6480.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_6900.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_8171.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_87.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_8794.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_8796.t1"
"SPU_008377","Sp-Z105","GO:0004190","zinc finger protein 105","HER_88.t1"
"SPU_008377","Sp-Z105","GO:0016788","zinc finger protein 105","HER_9070.t1"
"SPU_008377","Sp-Z105",NA,"zinc finger protein 105","HER_9070.t2"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_9474.t1"
"SPU_008377","Sp-Z105","GO:0016788","zinc finger protein 105","HER_96.t1"
"SPU_008377","Sp-Z105","GO:0003676","zinc finger protein 105","HER_9610.t1"
"SPU_008377","Sp-Z105","GO:0004190","zinc finger protein 105","HER_9611.t1"
"SPU_008556","Sp-Znf622","GO:0003676","zinc finger protein 622","HER_30086.t1"
"SPU_009053","Sp-Z316",NA,"zinc finger protein 316","HER_20036.t1"
"SPU_009053","Sp-Z316",NA,"zinc finger protein 316","HER_29721.t1"
"SPU_009053","Sp-Z316",NA,"zinc finger protein 316","HER_29728.t1"
"SPU_009053","Sp-Z316",NA,"zinc finger protein 316","HER_41477.t1"
"SPU_009053","Sp-Z316",NA,"zinc finger protein 316","HER_41478.t1"
"SPU_009109","Sp-Znrd1","GO:0001054","zinc ribbon domain containing 1, DNA-directed RNA polymerase I subunit RPA12","HER_47181.t1"
"SPU_009427","Sp-Z225","GO:0005634","zinc finger protein 225","HER_7532.t1"
"SPU_009553","Sp-Z263","GO:0005694","zinc finger protein 263","HER_41728.t1"
"SPU_009553","Sp-Z263","GO:0005694","zinc finger protein 263","HER_41728.t2"
"SPU_010197","Sp-ZfrL","GO:0003676","zinc finger RNA binding protein","HER_9789.t1"
"SPU_010197","Sp-ZfrL","GO:0003676","zinc finger RNA binding protein","HER_9789.t2"
"SPU_010197","Sp-ZfrL","GO:0003676","zinc finger RNA binding protein","HER_9789.t3"
"SPU_010197","Sp-ZfrL","GO:0003676","zinc finger RNA binding protein","HER_9789.t4"
"SPU_010197","Sp-ZfrL","GO:0003676","zinc finger RNA binding protein","HER_9789.t5"
"SPU_010405","Sp-Znf503",NA,"zinc finger protein 503","HER_23847.t1"
"SPU_010924","Sp-Z416",NA,"zinc finger protein 416","HER_184.t1"
"SPU_010924","Sp-Z416","GO:0003677","zinc finger protein 416","HER_185.t1"
"SPU_010924","Sp-Z416",NA,"zinc finger protein 416","HER_42934.t1"
"SPU_011001","Sp-Z257","GO:0005634","zinc finger protein 257","HER_45647.t1"
"SPU_011270","Sp-Z300",NA,"zinc finger protein 300","HER_29197.t1"
"SPU_011270","Sp-Z300",NA,"zinc finger protein 300","HER_29198.t1"
"SPU_011270","Sp-Z300",NA,"zinc finger protein 300","HER_29291.t1"
"SPU_011429","Sp-Znf593","GO:0003676","zinc finger protein 593","HER_26003.t1"
"SPU_011429","Sp-Znf593","GO:0003676","zinc finger protein 593","HER_26003.t1.1.5f2c6b5d"
"SPU_011611","Sp-Z134",NA,"zinc finger protein 134, reverse transcriptase-like","HER_17531.t1"
"SPU_011611","Sp-Z134",NA,"zinc finger protein 134, reverse transcriptase-like","HER_17532.t1"
"SPU_011611","Sp-Z134",NA,"zinc finger protein 134, reverse transcriptase-like","HER_18368.t1"
"SPU_011611","Sp-Z134",NA,"zinc finger protein 134, reverse transcriptase-like","HER_18371.t1"
"SPU_011611","Sp-Z134",NA,"zinc finger protein 134, reverse transcriptase-like","HER_18392.t1"
"SPU_011611","Sp-Z134",NA,"zinc finger protein 134, reverse transcriptase-like","HER_26692.t1"
"SPU_011611","Sp-Z134",NA,"zinc finger protein 134, reverse transcriptase-like","HER_26693.t1"
"SPU_011611","Sp-Z134",NA,"zinc finger protein 134, reverse transcriptase-like","HER_28197.t1"
"SPU_011611","Sp-Z134",NA,"zinc finger protein 134, reverse transcriptase-like","HER_28198.t1"
"SPU_011611","Sp-Z134",NA,"zinc finger protein 134, reverse transcriptase-like","HER_28199.t1"
"SPU_011611","Sp-Z134",NA,"zinc finger protein 134, reverse transcriptase-like","HER_28200.t1"
"SPU_011611","Sp-Z134",NA,"zinc finger protein 134, reverse transcriptase-like","HER_28201.t1"
"SPU_011611","Sp-Z134",NA,"zinc finger protein 134, reverse transcriptase-like","HER_28202.t1"
"SPU_011611","Sp-Z134",NA,"zinc finger protein 134, reverse transcriptase-like","HER_28203.t1"
"SPU_011611","Sp-Z134",NA,"zinc finger protein 134, reverse transcriptase-like","HER_33830.t1"
"SPU_011611","Sp-Z134",NA,"zinc finger protein 134, reverse transcriptase-like","HER_48022.t1"
"SPU_011687","Sp-Aebp2","GO:0006357","AE binding protein 2, Sp-Z258, zinc finger protein 258","HER_5873.t1"
"SPU_011901","Sp-Znf474",NA,"zinc finger protein 474","HER_10796.t1"
"SPU_012083","Sp-Z235",NA,"zinc finger protein 235","HER_17299.t1"
"SPU_012240","Sp-Znf259l","GO:0005634","zinc finger protein 259 ","HER_42764.t1"
"SPU_012307","Sp-Zfp511L",NA,"zinc finger protein 511-like, Znf511-like, Sp-Z322","HER_43301.t1"
"SPU_012307","Sp-Zfp511L",NA,"zinc finger protein 511-like, Znf511-like, Sp-Z322","HER_43410.t1"
"SPU_012583","Sp-Z383",NA,"zinc finger protein 383","HER_40966.t1"
"SPU_012913","Sp-Z92","GO:0003677","zinc finger protein 92","HER_45789.t1"
"SPU_012914","Sp-Z62","GO:0003924","zinc finger protein 62","HER_45787.t1"
"SPU_012914","Sp-Z62","GO:0005694","zinc finger protein 62","HER_45788.t1"
"SPU_013406","Sp-Z118",NA,"zinc finger protein 118","HER_26940.t1"
"SPU_013406","Sp-Z118",NA,"zinc finger protein 118","HER_26943.t1"
"SPU_013406","Sp-Z118",NA,"zinc finger protein 118","HER_26944.t1"
"SPU_013406","Sp-Z118",NA,"zinc finger protein 118","HER_26959.t1"
"SPU_013406","Sp-Z118",NA,"zinc finger protein 118","HER_26961.t1"
"SPU_013406","Sp-Z118",NA,"zinc finger protein 118","HER_26966.t1"
"SPU_013406","Sp-Z118",NA,"zinc finger protein 118","HER_27574.t1"
"SPU_013406","Sp-Z118",NA,"zinc finger protein 118","HER_27583.t1"
"SPU_013406","Sp-Z118",NA,"zinc finger protein 118","HER_27584.t1"
"SPU_013406","Sp-Z118",NA,"zinc finger protein 118","HER_27586.t1"
"SPU_013406","Sp-Z118",NA,"zinc finger protein 118","HER_27591.t1"
"SPU_013406","Sp-Z118","GO:0000786","zinc finger protein 118","HER_27592.t1"
"SPU_013576","Sp-Z96",NA,"zinc finger protein 96","HER_1044.t1"
"SPU_014256","Sp-Z411","GO:0005694","zinc finger protein 411","HER_14753.t1"
"SPU_014643","Sp-Prdm10L","GO:0005634","PR domain containing 10-like, Sp-Z372","HER_41524.t1"
"SPU_014683","Sp-Z492","GO:0005694","zinc finger protein 492","HER_43771.t1"
"SPU_014684","Sp-Z94","GO:0005694","zinc finger protein 94","HER_43773.t1"
"SPU_014685","Sp-Z80","GO:0005694","zinc finger protein 80","HER_43768.t1"
"SPU_014685","Sp-Z80","GO:0005694","zinc finger protein 80","HER_43774.t1"
"SPU_014687","Sp-Z310_1","GO:0005694","zinc finger protein 310 (duplicate), Sp-Z494","HER_43776.t1"
"SPU_014817","Sp-Z423",NA,"zinc finger protein 423","HER_2697.t1"
"SPU_014923","Sp-Z28",NA,"zinc finger protein 28","HER_27787.t1"
"SPU_015495","Sp-Z224",NA,"zinc finger protein 224","HER_23083.t1"
"SPU_015503","Sp-Z359_1",NA,"zinc finger protein 359, Sp-Z360","HER_2237.t1"
"SPU_015503","Sp-Z359_1",NA,"zinc finger protein 359, Sp-Z360","HER_2261.t1"
"SPU_015800","Sp-Z246",NA,"none","HER_23521.t1"
"SPU_015882","Sp-Znf608L","GO:0005634","zinc finger protein 608-like; KIAA1281 protein-like","HER_10837.t1"
"SPU_016873","Sp-Zf(cchc)26_2",NA,"zinc finger (CCHC)-26 protein-like","HER_10392.t1"
"SPU_016873","Sp-Zf(cchc)26_2",NA,"zinc finger (CCHC)-26 protein-like","HER_15361.t1"
"SPU_016873","Sp-Zf(cchc)26_2",NA,"zinc finger (CCHC)-26 protein-like","HER_21135.t1"
"SPU_016873","Sp-Zf(cchc)26_2",NA,"zinc finger (CCHC)-26 protein-like","HER_43319.t1"
"SPU_016873","Sp-Zf(cchc)26_2",NA,"zinc finger (CCHC)-26 protein-like","HER_44687.t1"
"SPU_017656","Sp-Z10","GO:0005634","zinc finger protein 10","HER_22496.t1"
"SPU_017656","Sp-Z10","GO:0005634","zinc finger protein 10","HER_22509.t1"
"SPU_017682","Sp-Z203","GO:0003712","none","HER_32352.t1"
"SPU_017682","Sp-Z203","GO:0003712","none","HER_32375.t1"
